utm_campaign,condition,facultyShown,peerCounts
SC-60b386a2-cb0a-45f4-8f7f-b975c651cd71,control,,"[""Carnegie Mellon University"",""Massachusetts Institute of Technology"",""Stanford University"",""University of California, Berkeley"",""University of Illinois Urbana-Champaign"",""Georgia Institute of Technology"",""University of Texas at Austin"",""University of Washington"",""Princeton University"",""University of Michigan"",""Columbia University"",""California Institute of Technology"",""University of California, Los Angeles"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Harvard University"",""University of Maryland, College Park"",""Purdue University"",""University of Pennsylvania"",""Duke University"",""University of Southern California"",""Yale University"",""Johns Hopkins University"",""University of Chicago"",""University of Massachusetts Amherst"",""Brown University"",""New York University"",""Northeastern University"",""Northwestern University"",""Ohio State University"",""Rice University"",""University of California, Irvine"",""University of California, Santa Barbara"",""University of North Carolina at Chapel Hill"",""University of California, Davis"",""University of Minnesota"",""University of Virginia"",""Boston College"",""Virginia Tech"",""Pennsylvania State University""]"
SC-aec1148b-7fc7-4ddc-8c29-d8f5cf34b8e6,control,,"[""Baylor University"",""University of Connecticut"",""University of Iowa"",""University of Maryland, Baltimore County"",""Auburn University"",""Clemson University"",""Drexel University"",""New Jersey Institute of Technology"",""University of Georgia"",""University of Nebraska-Lincoln"",""University of Tennessee"",""Washington State University"",""Binghamton University"",""Colorado State University"",""Temple University"",""University of Texas at Arlington"",""University of Alabama"",""University of Kansas"",""University of Kentucky"",""University of New Mexico"",""Brandeis University"",""Florida International University"",""Georgia State University"",""Kansas State University"",""University of Cincinnati"",""University of Houston"",""University of Missouri"",""University of South Carolina"",""Wayne State University"",""Graduate Center, CUNY"",""Louisiana State University"",""University at Albany, SUNY"",""University of Hawaii at Manoa"",""University of New Hampshire"",""University of Oklahoma"",""University of Texas at San Antonio"",""Utah State University"",""Mississippi State University"",""Ohio University"",""University of Alabama at Birmingham""]"
SC-df198e5d-86ab-49d6-8589-b57cc8d02239,control,,"[""New York University"",""Northeastern University"",""Northwestern University"",""Ohio State University"",""Rice University"",""University of California, Irvine"",""University of California, Santa Barbara"",""University of North Carolina at Chapel Hill"",""University of California, Davis"",""University of Minnesota"",""University of Virginia"",""Boston College"",""Virginia Tech"",""Pennsylvania State University"",""University of Colorado Boulder"",""Rutgers University-New Brunswick"",""University of Utah"",""Washington University in St. Louis"",""Arizona State University"",""Boston University"",""Texas A&M University"",""University of Florida"",""Dartmouth College"",""Indiana University Bloomington"",""North Carolina State University"",""University of California, Santa Cruz"",""University of Rochester"",""Vanderbilt University"",""Michigan State University"",""Tufts University"",""University of California, Riverside"",""University of Notre Dame"",""University of Pittsburgh"",""University at Buffalo"",""University of Arizona"",""University of Illinois Chicago"",""Emory University"",""George Mason University"",""Iowa State University"",""Rensselaer Polytechnic Institute""]"
SC-a223c6e0-b91e-4ed6-95da-215b00312a22,control,,"[""University of California, Berkeley"",""University of Illinois Urbana-Champaign"",""Cornell University"",""Georgia Institute of Technology"",""University of Texas at Austin"",""University of Washington"",""Princeton University"",""University of Michigan"",""Columbia University"",""California Institute of Technology"",""University of California, Los Angeles"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Harvard University"",""University of Maryland, College Park"",""Purdue University"",""University of Pennsylvania"",""Duke University"",""University of Southern California"",""Yale University"",""University of Chicago"",""University of Massachusetts Amherst"",""Brown University"",""New York University"",""Northeastern University"",""Northwestern University"",""Ohio State University"",""Rice University"",""University of California, Irvine"",""University of California, Santa Barbara"",""University of North Carolina at Chapel Hill"",""University of California, Davis"",""University of Minnesota"",""University of Virginia"",""Boston College"",""Virginia Tech"",""Pennsylvania State University"",""University of Colorado Boulder"",""Rutgers University-New Brunswick"",""University of Utah""]"
SC-88893782-7910-4d98-a8ff-23ef5445f2c5,control,,"[""Washington State University"",""Binghamton University"",""Colorado State University"",""Temple University"",""University of Texas at Arlington"",""University of Alabama"",""University of Kansas"",""University of Kentucky"",""University of New Mexico"",""University of South Florida"",""Brandeis University"",""Florida International University"",""Georgia State University"",""Kansas State University"",""University of Cincinnati"",""University of Houston"",""University of Missouri"",""University of South Carolina"",""Wayne State University"",""Graduate Center, CUNY"",""University at Albany, SUNY"",""University of Hawaii at Manoa"",""University of New Hampshire"",""University of Oklahoma"",""University of Texas at San Antonio"",""Utah State University"",""Mississippi State University"",""Ohio University"",""University of Alabama at Birmingham"",""University of Arkansas"",""University of Louisville"",""University of Miami"",""University of Mississippi"",""University of North Texas"",""West Virginia University"",""Kent State University"",""Oklahoma State University-Stillwater"",""Old Dominion University"",""Texas Tech University"",""University of Louisiana at Lafayette""]"
SC-6d674b05-bdb9-4711-b79e-9f2d07edb3e9,control,,"[""Temple University"",""University of Texas at Arlington"",""University of Alabama"",""University of Kansas"",""University of Kentucky"",""University of New Mexico"",""University of South Florida"",""Brandeis University"",""Florida International University"",""Georgia State University"",""Kansas State University"",""University of Cincinnati"",""University of Houston"",""University of Missouri"",""University of South Carolina"",""Wayne State University"",""Graduate Center, CUNY"",""Louisiana State University"",""University at Albany, SUNY"",""University of Hawaii at Manoa"",""University of New Hampshire"",""University of Oklahoma"",""University of Texas at San Antonio"",""Utah State University"",""Mississippi State University"",""Ohio University"",""University of Alabama at Birmingham"",""University of Arkansas"",""University of Louisville"",""University of Miami"",""University of Mississippi"",""University of North Texas"",""West Virginia University"",""Kent State University"",""Oklahoma State University-Stillwater"",""Old Dominion University"",""Texas Tech University"",""University of Louisiana at Lafayette"",""University of Maine"",""University of Nevada, Las Vegas"",""University of Wisconsin-Milwaukee"",""Virginia Commonwealth University"",""Montana State University"",""University of Alabama in Huntsville"",""University of Colorado Denver"",""University of Memphis"",""University of Texas at El Paso"",""University of Nevada, Reno"",""University of Denver"",""University of Southern Mississippi"",""University of Montana""]"
SC-f1c365c5-34ac-4c75-8936-d3f374475e87,control,,"[""Tufts University"",""University of California, Riverside"",""University of Notre Dame"",""University of Pittsburgh"",""University at Buffalo"",""University of Arizona"",""University of Illinois Chicago"",""Emory University"",""George Mason University"",""Iowa State University"",""Rensselaer Polytechnic Institute"",""Tulane University"",""University of Oregon"",""University of Texas at Dallas"",""Georgetown University"",""George Washington University"",""Oregon State University"",""University of Central Florida"",""University of Delaware"",""Case Western Reserve University"",""Florida State University"",""Syracuse University"",""Baylor University"",""University of Connecticut"",""University of Iowa"",""University of Maryland, Baltimore County"",""Auburn University"",""Clemson University"",""Drexel University"",""New Jersey Institute of Technology"",""University of Georgia"",""University of Nebraska-Lincoln"",""University of Tennessee"",""Washington State University"",""Binghamton University"",""Colorado State University"",""Temple University"",""University of Texas at Arlington"",""University of Alabama"",""University of Kansas""]"
SC-8152f094-e1d5-4639-86a5-da32375a5230,control,,"[""Carnegie Mellon University"",""Massachusetts Institute of Technology"",""Stanford University"",""University of California, Berkeley"",""University of Illinois Urbana-Champaign"",""Georgia Institute of Technology"",""University of Texas at Austin"",""University of Washington"",""Princeton University"",""University of Michigan"",""Columbia University"",""California Institute of Technology"",""University of California, Los Angeles"",""University of California, San Diego"",""University of Wisconsin-Madison"",""Harvard University"",""University of Maryland, College Park"",""Purdue University"",""University of Pennsylvania"",""Duke University"",""University of Southern California"",""Yale University"",""Johns Hopkins University"",""University of Chicago"",""University of Massachusetts Amherst"",""Brown University"",""New York University"",""Northeastern University"",""Northwestern University"",""Ohio State University"",""Rice University"",""University of California, Irvine"",""University of California, Santa Barbara"",""University of North Carolina at Chapel Hill"",""University of California, Davis"",""University of Minnesota"",""University of Virginia"",""Boston College"",""Virginia Tech"",""Pennsylvania State University""]"
SC-a00a7322-f3c1-4def-886c-c86c2b5eff14,control,,
SC-69d426dd-8f04-4626-b240-26f52f8a17fe,control,,"[""University of California, Irvine"",""University of California, Santa Barbara"",""University of North Carolina at Chapel Hill"",""University of California, Davis"",""University of Minnesota"",""University of Virginia"",""Boston College"",""Virginia Tech"",""Pennsylvania State University"",""University of Colorado Boulder"",""Rutgers University-New Brunswick"",""University of Utah"",""Washington University in St. Louis"",""Arizona State University"",""Boston University"",""Stony Brook University"",""Texas A&M University"",""University of Florida"",""Dartmouth College"",""Indiana University Bloomington"",""University of California, Santa Cruz"",""University of Rochester"",""Vanderbilt University"",""Michigan State University"",""Tufts University"",""University of California, Riverside"",""University of Notre Dame"",""University of Pittsburgh"",""University at Buffalo"",""University of Arizona"",""University of Illinois Chicago"",""Emory University"",""George Mason University"",""Iowa State University"",""Rensselaer Polytechnic Institute"",""Tulane University"",""University of Oregon"",""University of Texas at Dallas"",""Georgetown University"",""George Washington University""]"
